CIN,Change_Type,Field_Changed,Old_Value,New_Value,Date
L51900MH1982PLC039616,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1983PLC029597,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1983PLC029643,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1984PLC033644,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1984PLC034089,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1984PLC034709,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1984PLC034867,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1985PLC036117,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1985PLC036383,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1985PLC036521,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1985PLC036687,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1985PLC037344,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1988PLC048455,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1991PLC062833,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1994PLC080400,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH1995PLC091859,New Incorporation,N/A,N/A,N/A,2025-10-11
L51900MH2008PLC180452,New Incorporation,N/A,N/A,N/A,2025-10-11
L51901MH1995PLC331822,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1981PLC281775,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1982PLC028972,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1982PLC371203,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1983PLC267005,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1984PLC217692,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1986PLC221031,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH1996PLC102331,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH2003PLC138778,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH2005PLC155765,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH2007PLC268269,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909MH2018PLC316782,New Incorporation,N/A,N/A,N/A,2025-10-11
L51909PN1983PLC129492,New Incorporation,N/A,N/A,N/A,2025-10-11
L52100MH1985PLC037767,New Incorporation,N/A,N/A,N/A,2025-10-11
L52100MH1987PLC045248,New Incorporation,N/A,N/A,N/A,2025-10-11
L52100MH2012PLC230719,New Incorporation,N/A,N/A,N/A,2025-10-11
L52242MH1983PLC029364,New Incorporation,N/A,N/A,N/A,2025-10-11
L52322MH1995PLC090643,New Incorporation,N/A,N/A,N/A,2025-10-11
L52390MH2011PLC213349,New Incorporation,N/A,N/A,N/A,2025-10-11
L52520MH2019PLC332778,New Incorporation,N/A,N/A,N/A,2025-10-11
L55000PN2000PLC177314,New Incorporation,N/A,N/A,N/A,2025-10-11
L55101MH1992PLC229594,New Incorporation,N/A,N/A,N/A,2025-10-11
L55101MH1995PLC087433,New Incorporation,N/A,N/A,N/A,2025-10-11
L55101MH1996PLC097143,New Incorporation,N/A,N/A,N/A,2025-10-11
L55101MH1996PLC405715,New Incorporation,N/A,N/A,N/A,2025-10-11
L55101MH1999PLC120967,New Incorporation,N/A,N/A,N/A,2025-10-11
L55101MH2008PLC177941,New Incorporation,N/A,N/A,N/A,2025-10-11
L58111MH2024PLC417778,New Incorporation,N/A,N/A,N/A,2025-10-11
L60300MH1988PLC049019,New Incorporation,N/A,N/A,N/A,2025-10-11
L60300MH2000PLC124310,New Incorporation,N/A,N/A,N/A,2025-10-11
L60300MH2019PLC320697,New Incorporation,N/A,N/A,N/A,2025-10-11
L61100MH1981PLC024774,New Incorporation,N/A,N/A,N/A,2025-10-11
L62099MH1992PLC069615,New Incorporation,N/A,N/A,N/A,2025-10-11
L63000MH2007PLC173466,New Incorporation,N/A,N/A,N/A,2025-10-11
L63010MH1983PLC031578,New Incorporation,N/A,N/A,N/A,2025-10-11
L63011MH1995PLC420155,New Incorporation,N/A,N/A,N/A,2025-10-11
L63013PN1992PLC068949,New Incorporation,N/A,N/A,N/A,2025-10-11
L63020MH1998PLC113280,New Incorporation,N/A,N/A,N/A,2025-10-11
L63021MH1992PLC067497,New Incorporation,N/A,N/A,N/A,2025-10-11
L63030MH2019PLC334896,New Incorporation,N/A,N/A,N/A,2025-10-11
L63040MH1939PLC011352,New Incorporation,N/A,N/A,N/A,2025-10-11
L63040MH1994PLC083438,New Incorporation,N/A,N/A,N/A,2025-10-11
L63040MH2002PLC135381,New Incorporation,N/A,N/A,N/A,2025-10-11
L63090MH1983PLC031418,New Incorporation,N/A,N/A,N/A,2025-10-11
L63090MH2006PLC161114,New Incorporation,N/A,N/A,N/A,2025-10-11
L63090MH2010PLC363537,New Incorporation,N/A,N/A,N/A,2025-10-11
L64200MH1986PLC041370,New Incorporation,N/A,N/A,N/A,2025-10-11
L64200MH1995GAP087395,New Incorporation,N/A,N/A,N/A,2025-10-11
L64200MH1995PLC086354,New Incorporation,N/A,N/A,N/A,2025-10-11
L64200MH1997PLC109219,New Incorporation,N/A,N/A,N/A,2025-10-11
L64200MH1999PLC120448,New Incorporation,N/A,N/A,N/A,2025-10-11
L64201MH2010PLC211219,New Incorporation,N/A,N/A,N/A,2025-10-11
L65100MH1982PLC295894,New Incorporation,N/A,N/A,N/A,2025-10-11
L65100MH1984PLC034106,New Incorporation,N/A,N/A,N/A,2025-10-11
L65100MH1988PLC047873,New Incorporation,N/A,N/A,N/A,2025-10-11
L65100MH1989PLC052747,New Incorporation,N/A,N/A,N/A,2025-10-11
L65100MH1994PLC076538,New Incorporation,N/A,N/A,N/A,2025-10-11
L65100MH2009PLC268160,New Incorporation,N/A,N/A,N/A,2025-10-11
L65110MH2000PLC128245,New Incorporation,N/A,N/A,N/A,2025-10-11
L65192MH1960PLC011579,New Incorporation,N/A,N/A,N/A,2025-10-11
L65493MH1990PLC436790,New Incorporation,N/A,N/A,N/A,2025-10-11
L65900MH1995PLC093924,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1981PLC380399,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1983PLC030142,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1984PLC031957,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1984PLC034514,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1984PLC419700,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1987PLC044887,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1991PLC064323,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1992PLC067052,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1992PLC068953,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1994PLC082862,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1996PLC280969,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH1998PLC115967,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910MH2003PLC142893,New Incorporation,N/A,N/A,N/A,2025-10-11
L65910PN1994PLC138655,New Incorporation,N/A,N/A,N/A,2025-10-11
L65920MH1993PLC072572,New Incorporation,N/A,N/A,N/A,2025-10-11
L65920MH1994PLC076132,New Incorporation,N/A,N/A,N/A,2025-10-11
L65920MH1994PLC080220,New Incorporation,N/A,N/A,N/A,2025-10-11
L65920MH1998PLC114118,New Incorporation,N/A,N/A,N/A,2025-10-11
L65921MH1985PLC284739,New Incorporation,N/A,N/A,N/A,2025-10-11
L65921MH1995PLC088395,New Incorporation,N/A,N/A,N/A,2025-10-11
L65923MH1992PLC064886,New Incorporation,N/A,N/A,N/A,2025-10-11
L65923MH1995PLC161968,New Incorporation,N/A,N/A,N/A,2025-10-11
L65923MH2013PLC247317,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1933PLC001998,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1978PLC020080,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1978PLC020117,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1981PLC024860,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1981PLC025770,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1982PLC027165,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1982PLC027751,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1983PLC029350,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1983PLC029866,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1983PLC030215,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC032655,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC032766,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC032779,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC032831,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC033128,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC033818,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC033825,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1984PLC033878,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1985PLC037697,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1985PLC037875,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1990PLC056669,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1993PLC074153,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC077170,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC077482,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC078791,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC081963,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC082399,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC083564,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1994PLC083603,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1995PLC089838,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1995PLC090901,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1996PLC096833,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1997PLC106955,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH1998PLC115186,New Incorporation,N/A,N/A,N/A,2025-10-11
L65990MH2005PLC157586,New Incorporation,N/A,N/A,N/A,2025-10-11
L65991MH1999PLC123027,New Incorporation,N/A,N/A,N/A,2025-10-11
L65993MH1980PLC353324,New Incorporation,N/A,N/A,N/A,2025-10-11
L65993MH1981PLC282783,New Incorporation,N/A,N/A,N/A,2025-10-11
L65993MH1982PLC331330,New Incorporation,N/A,N/A,N/A,2025-10-11
L65999MH1985PLC035113,New Incorporation,N/A,N/A,N/A,2025-10-11
L65999MH2007PLC170903,New Incorporation,N/A,N/A,N/A,2025-10-11
L65999MH2008PLC184939,New Incorporation,N/A,N/A,N/A,2025-10-11
L66000MH1919GOI000526,New Incorporation,N/A,N/A,N/A,2025-10-11
L66110MH1990PLC391158,New Incorporation,N/A,N/A,N/A,2025-10-11
L66120MH1995PLC091091,New Incorporation,N/A,N/A,N/A,2025-10-11
L67100MH1995PLC093797,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1979PLC021467,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1979PLC022039,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1980PLC023526,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1981PLC024947,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1981PLC025111,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1981PLC025320,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1982PLC028251,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1982PLC028558,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1982PLC331831,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1983PLC029133,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1983PLC029483,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1986PLC039919,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1987PLC042363,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1991PLC062812,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1993PLC070739,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1994PLC079614,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1994PLC080039,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1994PLC080300,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1994PLC442993,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1995PLC086823,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1995PLC092114,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1995PLC421539,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1996PLC097546,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1996PLC101709,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH1997PLC112443,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120MH2008PLC181833,New Incorporation,N/A,N/A,N/A,2025-10-11
L67120PN2007PLC130374,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH1991PLC064425,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH1993PLC071117,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH1993PLC071691,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH1995PLC093499,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH1998PLC116194,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH2005PLC153397,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH2008PLC178270,New Incorporation,N/A,N/A,N/A,2025-10-11
L67190MH2008PLC185240,New Incorporation,N/A,N/A,N/A,2025-10-11
L67200MH2004PLC147278,New Incorporation,N/A,N/A,N/A,2025-10-11
L68100MH1946PLC004886,New Incorporation,N/A,N/A,N/A,2025-10-11
L68100MH2007PLC175208,New Incorporation,N/A,N/A,N/A,2025-10-11
L70100MH1977PLC019916,New Incorporation,N/A,N/A,N/A,2025-10-11
L70100MH1985PLC301881,New Incorporation,N/A,N/A,N/A,2025-10-11
L70100MH2007PLC282631,New Incorporation,N/A,N/A,N/A,2025-10-11
L70101MH1990PLC057306,New Incorporation,N/A,N/A,N/A,2025-10-11
L70102MH1942PLC006482,New Incorporation,N/A,N/A,N/A,2025-10-11
L70200MH1987PLC042598,New Incorporation,N/A,N/A,N/A,2025-10-11
L72100MH1983PLC127133,New Incorporation,N/A,N/A,N/A,2025-10-11
L72100MH1999PLC123404,New Incorporation,N/A,N/A,N/A,2025-10-11
L72100MH2000PLC128949,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1978PLC020127,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1987PLC045205,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1989PLC053666,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1995PLC085488,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1995PLC093130,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1996PLC098912,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1997PLC110459,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1999PLC119177,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH1999PLC119247,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200MH2000PLC239534,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200PN1963PLC012621,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200PN1988PLC068972,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200PN1989PLC014448,New Incorporation,N/A,N/A,N/A,2025-10-11
L72200PN2004PLC020061,New Incorporation,N/A,N/A,N/A,2025-10-11
L72300MH1993PLC071836,New Incorporation,N/A,N/A,N/A,2025-10-11
L72501PN2018PLC180757,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH1974PLC287552,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH1992PLC069662,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH1995PLC095642,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH1999PLC122970,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH2000PLC123841,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH2000PLC125070,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH2008PLC187575,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH2009PLC191412,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900MH2020PLC347893,New Incorporation,N/A,N/A,N/A,2025-10-11
L72900PN1985PLC145004,New Incorporation,N/A,N/A,N/A,2025-10-11
L73100MH1985PLC037036,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH1974PLC017806,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH1985PLC037900,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH1985PLC386541,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH1987PLC142326,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH1992PLC070070,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH2013PLC243163,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH2013PLC244911,New Incorporation,N/A,N/A,N/A,2025-10-11
L74110MH2015PLC265578,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH1985PLC034963,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH1985PLC035308,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH1994PLC079971,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH2012PLC226209,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH2012PLC226823,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH2014PLC254748,New Incorporation,N/A,N/A,N/A,2025-10-11
L74120MH2015PLC269596,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1986PLC039547,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1987PLC172412,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1990PLC300881,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1991PLC062925,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1992PLC068379,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1992PLC068496,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1993PLC150054,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140MH1996PLC098965,New Incorporation,N/A,N/A,N/A,2025-10-11
L74140PN1986PLC041033,New Incorporation,N/A,N/A,N/A,2025-10-11
L74210MH1982PLC027651,New Incorporation,N/A,N/A,N/A,2025-10-11
L74210MH2002PLC138439,New Incorporation,N/A,N/A,N/A,2025-10-11
L74210MH2004PLC144367,New Incorporation,N/A,N/A,N/A,2025-10-11
L74300MH1998PLC114762,New Incorporation,N/A,N/A,N/A,2025-10-11
L74899MH1993PLC274881,New Incorporation,N/A,N/A,N/A,2025-10-11
L74899MH1995PLC387971,New Incorporation,N/A,N/A,N/A,2025-10-11
L74899MH2000PLC164376,New Incorporation,N/A,N/A,N/A,2025-10-11
L74900MH1948PLC006791,New Incorporation,N/A,N/A,N/A,2025-10-11
L74900MH1987PLC044592,New Incorporation,N/A,N/A,N/A,2025-10-11
L74900MH2009PLC190361,New Incorporation,N/A,N/A,N/A,2025-10-11
L74900MH2009PLC231660,New Incorporation,N/A,N/A,N/A,2025-10-11
L74900MH2012PLC230802,New Incorporation,N/A,N/A,N/A,2025-10-11
L74900MH2015PLC263089,New Incorporation,N/A,N/A,N/A,2025-10-11
L74990MH2011PLC214448,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1964PLC014258,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1983PLC029752,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1985PLC035047,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1985PLC037618,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1989PLC052384,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1991PLC062821,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1995PLC085878,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH1995PLC220253,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH2001PLC131352,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH2004PLC144034,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH2005PLC429678,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH2013PLC240938,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH2015PLC265137,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999MH2015PLC268355,New Incorporation,N/A,N/A,N/A,2025-10-11
L74999PN2010PLC135586,New Incorporation,N/A,N/A,N/A,2025-10-11
L77309PN2024PLC227226,New Incorporation,N/A,N/A,N/A,2025-10-11
L80220MH1999PLC121505,New Incorporation,N/A,N/A,N/A,2025-10-11
L85110MH1948PLC310253,New Incorporation,N/A,N/A,N/A,2025-10-11
L85110MH1986PLC272426,New Incorporation,N/A,N/A,N/A,2025-10-11
L85110MH1993PLC206012,New Incorporation,N/A,N/A,N/A,2025-10-11
L85190MH2003PLC139763,New Incorporation,N/A,N/A,N/A,2025-10-11
L85195MH1990PLC059385,New Incorporation,N/A,N/A,N/A,2025-10-11
L85195MH2000PLC128748,New Incorporation,N/A,N/A,N/A,2025-10-11
L85493MH1986PLC040604,New Incorporation,N/A,N/A,N/A,2025-10-11
L92100MH1997PLC108981,New Incorporation,N/A,N/A,N/A,2025-10-11
L92111MH1991PLC061757,New Incorporation,N/A,N/A,N/A,2025-10-11
L92112PN2000PLC157681,New Incorporation,N/A,N/A,N/A,2025-10-11
L92120MH1996PLC099359,New Incorporation,N/A,N/A,N/A,2025-10-11
L92199MH2005PLC157074,New Incorporation,N/A,N/A,N/A,2025-10-11
L92412MH1992PLC067841,New Incorporation,N/A,N/A,N/A,2025-10-11
L92490MH2010PLC199925,New Incorporation,N/A,N/A,N/A,2025-10-11
L93000MH1991PLC061347,New Incorporation,N/A,N/A,N/A,2025-10-11
L93000MH1993PLC072467,New Incorporation,N/A,N/A,N/A,2025-10-11
L93000MH1999PLC120470,New Incorporation,N/A,N/A,N/A,2025-10-11
L93010MH1951PLC008546,New Incorporation,N/A,N/A,N/A,2025-10-11
L93290MH1994PLC193901,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1937PLC002641,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1943PLC003977,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1946PLC004768,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1949PLC007039,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1961PLC012003,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1963PLC012809,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1964PLC012835,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1964PLC013018,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1965PLC013392,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1968PLC014091,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1975PLC018080,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1978PLC020739,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1979PLC021796,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1979PLC134191,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1981PLC409018,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1983PLC030452,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1986PLC041612,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1986PLC125721,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1987PLC042719,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1988PLC046467,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1989PLC050528,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1989PLC053392,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1992PLC066412,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1992PLC070022,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1993PLC070321,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1994PLC076047,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1994PLC076236,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1994PLC081145,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1995PLC084618,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1995PLC086635,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1997PLC417265,New Incorporation,N/A,N/A,N/A,2025-10-11
L99999MH1999PLC135914,New Incorporation,N/A,N/A,N/A,2025-10-11
U00000MH2000PLC354304,New Incorporation,N/A,N/A,N/A,2025-10-11
U00000PN1981PTC024228,New Incorporation,N/A,N/A,N/A,2025-10-11
U00019PN2006PTC128352,New Incorporation,N/A,N/A,N/A,2025-10-11
U00022MH2000PTC128392,New Incorporation,N/A,N/A,N/A,2025-10-11
U00032MH1991PTC061101,New Incorporation,N/A,N/A,N/A,2025-10-11
U00040MH1992PTC066142,New Incorporation,N/A,N/A,N/A,2025-10-11
U00060MH2000PLC990624,New Incorporation,N/A,N/A,N/A,2025-10-11
U00062PN2006PTC022305,New Incorporation,N/A,N/A,N/A,2025-10-11
U00063MH2000PTC900024,New Incorporation,N/A,N/A,N/A,2025-10-11
U00063MH2000PTC900028,New Incorporation,N/A,N/A,N/A,2025-10-11
U00063PN2006PTC128366,New Incorporation,N/A,N/A,N/A,2025-10-11
U00069PN2006PTC022285,New Incorporation,N/A,N/A,N/A,2025-10-11
U00069PN2006PTC022329,New Incorporation,N/A,N/A,N/A,2025-10-11
U00082MH1994PTC167825,New Incorporation,N/A,N/A,N/A,2025-10-11
U00082MH1994PTC167827,New Incorporation,N/A,N/A,N/A,2025-10-11
U00082MH2000PTC900451,New Incorporation,N/A,N/A,N/A,2025-10-11
U00093PN2006PTC128370,New Incorporation,N/A,N/A,N/A,2025-10-11
U00093PN2006PTC128399,New Incorporation,N/A,N/A,N/A,2025-10-11
U00095PN2006NPL022337,New Incorporation,N/A,N/A,N/A,2025-10-11
U00112MH1991PTC283454,New Incorporation,N/A,N/A,N/A,2025-10-11
U00112MH1991PTC283507,New Incorporation,N/A,N/A,N/A,2025-10-11
U00201PN2006PLC022273,New Incorporation,N/A,N/A,N/A,2025-10-11
U00219PN2006PTC022246,New Incorporation,N/A,N/A,N/A,2025-10-11
U00285PN2006PTC022363,New Incorporation,N/A,N/A,N/A,2025-10-11
U00289MH1984PTC188582,New Incorporation,N/A,N/A,N/A,2025-10-11
U00300PN2006OPC022307,New Incorporation,N/A,N/A,N/A,2025-10-11
U00304PN2006PTC022319,New Incorporation,N/A,N/A,N/A,2025-10-11
U00309MH2000PTC902037,New Incorporation,N/A,N/A,N/A,2025-10-11
U00313MH2000PLC990412,New Incorporation,N/A,N/A,N/A,2025-10-11
U00313PN2006PTC128364,New Incorporation,N/A,N/A,N/A,2025-10-11
